dumbbell-overhead-row-to-crunch,Dumbbell,"back_hamstrings (40.0%), front_shoulders (40.0%)"
knee-plank,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
med-ball-sit-up,Medball,
band-v-up-hold,Bands,
reverse-plank,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
dumbbell-turkish-get-up,Dumbbell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
toes-to-bar,Pull-Up Bar,
yoga-ball-band-sit-up,"Bands, Yoga Ball",
single-kettlebell-lying-leg-raise,Kettlebell,front_hip_flexors (40.0%)
pull-up-bar-l-sit-hold,Pull-Up Bar,front_hip_flexors (40.0%)
single-kettlebell-turkish-get-up-to-bridge,Kettlebell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
med-ball-v-up-hold,Medball,
single-kettlebell-v-up-hold,Kettlebell,
yoga-ball-single-kettlebell-crunch,"Kettlebell, Yoga Ball",
dumbbell-toe-touch-crunch,Dumbbell,
bodyweight-turkish-get-up,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
yoga-ball-kneeling-rollout,Yoga Ball,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
bosu-dumbbell-sit-up,"Bosu, Dumbbell",
bosu-dumbbell-crunch,"Bosu, Dumbbell",
med-ball-overhead-med-ball-slam,Medball,
cobra-stretch,Bodyweight,
weighted-plank,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
band-v-up,Bands,
one-arm-cable-plank-overhead-row,Cables,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
med-ball-v-up,Medball,
single-kettlebell-v-up,Kettlebell,
dumbbell-v-up-hold,Dumbbell,
knee-cover-crunch,Bodyweight,
single-kettlebell-overhead-row-to-crunch,Kettlebell,"back_hamstrings (40.0%), front_shoulders (40.0%)"
bosu-med-ball-sit-up,"Bosu, Medball",
bosu-med-ball-crunch,"Bosu, Medball",
med-ball-toe-touch-crunch,Medball,
bosu-band-sit-up,"Bands, Bosu",
roll-out,Bodyweight,"back_lats (40.0%), front_obliques (40.0%)"
dragonflag,Bodyweight,"back_lats (40.0%), front_biceps (40.0%), front_obliques (40.0%)"
single-kettlebell-sit-up,Kettlebell,
yoga-ball-kneeling-plank-circle,Yoga Ball,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
v-up,Bodyweight,
yoga-ball-plank,Yoga Ball,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
ball-table-top-crunch,Bodyweight,"back_hamstrings (40.0%), front_shoulders (40.0%)"
machine-crunch,Machine,
kettlebell-toe-touch-crunch,Kettlebell,
ghd-sit-up,Bodyweight,front_obliques (40.0%)
cat-cow,Bodyweight,
banana-hold,Bodyweight,front_obliques (40.0%)
lying-leg-raise,Bodyweight,front_hip_flexors (40.0%)
seal-crunch,Bodyweight,front_hip_flexors (40.0%)
band-decline-sit-up,"Bands, Bench",
plank-reach,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
yoga-ball-plank-circle,Yoga Ball,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
decline-sit-up,Bench,
dumbbell-sit-up,Dumbbell,
barbell-roll-out,Barbell,"back_lats (40.0%), front_obliques (40.0%)"
bosu-cable-sit-up,"Bosu, Cables",
yoga-ball-high-balance,Yoga Ball,
cable-decline-sit-up,"Bench, Cables",
yoga-ball-standing-rollout,Yoga Ball,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
kettlebell-decline-sit-up,"Bench, Kettlebell",
dumbbell-crunch,Dumbbell,
extended-dog-stretch,Bodyweight,"back_hamstrings (40.0%), front_shoulders (40.0%)"
bodyweight-v-up-hold,Bodyweight,
turkish-get-up-to-bridge,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
single-kettlebell-turkish-get-up,Kettlebell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
push-up-position-leg-raise,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
yoga-ball-low-balance,Yoga Ball,"back_hamstrings (40.0%), front_shoulders (40.0%)"
dumbbell-turkish-get-up-to-bridge,Dumbbell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
med-ball-decline-sit-up,"Bench, Medball",
bosu-sit-up,Bosu,
dumbbell-farmers-carry,Dumbbell,"back_forearms (40.0%), front_forearms (40.0%)"
toe-touch-crunch,Bodyweight,
yoga-ball-crunch,Yoga Ball,
yoga-ball-dumbbell-sit-up,"Dumbbell, Yoga Ball",
bosu-crunch,Bosu,
yoga-ball-single-kettlebell-sit-up,"Kettlebell, Yoga Ball",
dumbbell-decline-sit-up,"Bench, Dumbbell",
dumbbell-lying-leg-raise,Dumbbell,front_hip_flexors (40.0%)
bosu-plank,Bosu,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
med-ball-overhead-row-to-crunch,Medball,"back_hamstrings (40.0%), front_shoulders (40.0%)"
ball-knee-strike,Bodyweight,front_obliques (40.0%)
crunch,Bodyweight,
sit-up,Bodyweight,
bosu-single-kettlebell-sit-up,"Bosu, Kettlebell",
plank,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
sprinter-up,Bodyweight,front_hip_flexors (40.0%)
plate-decline-sit-up,Bench,
alternating-arm-leg-reach,Bodyweight,"back_hamstrings (40.0%), front_shoulders (40.0%)"
yoga-ball-dumbbell-crunch,"Dumbbell, Yoga Ball",
med-ball-crunch,Medball,
kettlebell-farmers-carry,Kettlebell,"back_forearms (40.0%), front_forearms (40.0%)"
trx-hollow-body-hold,trx,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
yoga-ball-med-ball-sit-up,"Yoga Ball, Medball",
yoga-ball-med-ball-crunch,"Yoga Ball, Medball",
push-up-position-toe-touch,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
yoga-ball-sit-up,Yoga Ball,
plank-jack,Bodyweight,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
band-plank-overhead-row,Bands,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
single-kettlebell-crunch,Kettlebell,
yoga-ball-knee-tuck,Yoga Ball,front_hip_flexors (40.0%)
med-ball-lying-leg-raise,Medball,front_hip_flexors (40.0%)
dumbbell-v-up,Dumbbell,
cable-plank-overhead-row,Cables,"back_hamstrings (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
lying-hollow-body-hold,Bodyweight,front_hip_flexors (40.0%)
