slider-curtsey,Bodyweight,"back_glutes (40.0%), back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
dumbbell-burpee,Dumbbell,"back_calves (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
band-box-squat,Bands,back_hamstrings (40.0%)
med-ball-forward-lunge,Medball,
kettlebell-box-jump,"Box, Kettlebell",back_hamstrings (40.0%)
med-ball-box-squat,Medball,back_hamstrings (40.0%)
kettlebell-step-down,"Box, Kettlebell",
trx-pistol-squat-jump,trx,back_hamstrings (40.0%)
hand-roller-outer-quad,Roller,
kettlebell-bulgarian-split-squat,"Box, Kettlebell",
kettlebell-step-up,"Box, Kettlebell",
broad-jump,Bodyweight,back_calves (40.0%)
kettlebell-lunge-to-donkey-kick,Kettlebell,
burpee,Bodyweight,"back_calves (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
tuck-jump,Bodyweight,front_hip_flexors (40.0%)
med-ball-box-jump,"Box, Medball",back_hamstrings (40.0%)
bodyweight-leg-extension,Bodyweight,
barbell-sumo-squat,Barbell,
dumbbell-front-squat,Dumbbell,front_hip_flexors (40.0%)
walk,Bodyweight,"back_calves (40.0%), back_glutes (40.0%), back_hamstrings (40.0%)"
barbell-step-up-to-reverse-lunge,"Barbell, Box",
heel-touch,Bodyweight,
dumbbell-box-jump,"Box, Dumbbell",back_hamstrings (40.0%)
single-leg-kettlebell-box-squat,Kettlebell,back_hamstrings (40.0%)
kettlebell-forward-lunge,Kettlebell,
med-ball-lateral-lunge,Medball,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
jump-squat,Bodyweight,"back_calves (40.0%), back_hamstrings (40.0%)"
single-leg-machine-leg-extension,Machine,
bodyweight-cossack-squat,Bodyweight,"back_hip_abductors (40.0%), back_hip_adductors (40.0%), back_hamstrings (40.0%), front_hip_abductors (40.0%), front_hip_adductors (40.0%)"
wall-sit,Bodyweight,back_glutes (40.0%)
weighted-machine-walk,Bodyweight,"back_calves (40.0%), back_glutes (40.0%), back_hamstrings (40.0%)"
dumbbell-lunge-to-donkey-kick,Dumbbell,
kettlebell-box-squat,Kettlebell,back_hamstrings (40.0%)
kettlebell-jump-squat,Kettlebell,"back_calves (40.0%), back_hamstrings (40.0%)"
dumbbell-sumo-goblet-squat,Dumbbell,
band-half-squat,Bands,"back_glutes (40.0%), back_hamstrings (40.0%)"
standing-balance-lateral-reach,Bodyweight,
sumo-squat,Bodyweight,
bodyweight-squat-hold,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%)"
dumbbell-split-squat,Dumbbell,back_hamstrings (40.0%)
kettlebell-half-squat,Kettlebell,"back_glutes (40.0%), back_hamstrings (40.0%)"
bosu-burpee,Bosu,"back_calves (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
single-kettlebell-goblet-squat,Kettlebell,"back_hamstrings (40.0%), front_shoulders (40.0%)"
lunge-to-donkey-kick,Bodyweight,
landmine-front-squat,"Landmine, Barbell","back_hamstrings (40.0%), front_shoulders (40.0%)"
dumbbell-jump-lunge,Dumbbell,back_hamstrings (40.0%)
barbell-forward-lunge-hold,Barbell,
kettlebell-sumo-squat,Kettlebell,
spin-bike,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%)"
kettlebell-wall-sit-with-curl,Kettlebell,back_glutes (40.0%)
bodyweight-squat,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%)"
dumbbell-power-step-up,"Box, Dumbbell",back_glutes (40.0%)
single-leg-leg-press,Machine,
barbell-reverse-half-lunge,Barbell,
dumbbell-cossack-squat,Dumbbell,"back_hip_abductors (40.0%), back_hip_adductors (40.0%), back_hamstrings (40.0%), front_hip_abductors (40.0%), front_hip_adductors (40.0%)"
dumbbell-jump-squat,Dumbbell,"back_calves (40.0%), back_hamstrings (40.0%)"
front-rack-box-squat,Box,front_hip_flexors (40.0%)
barbell-zercher-squat,Barbell,back_lower_back (40.0%)
med-ball-overhead-squat,Medball,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
bodyweight-step-down,Box,
bosu-step-over,Bosu,back_glutes (40.0%)
band-sumo-squat,Bands,
couch-stretch,Bodyweight,
bodyweight-forward-lunge-hold,Bodyweight,
kettlebell-front-rack-lunge,Kettlebell,front_hip_flexors (40.0%)
band-split-squat,Bands,back_hamstrings (40.0%)
west-side-bodyweight-box-squat,Bodyweight,
med-ball-pistol-squat,Medball,
kettlebell-squat-hold,Kettlebell,"back_glutes (40.0%), back_hamstrings (40.0%)"
dumbbell-half-squat,Dumbbell,"back_glutes (40.0%), back_hamstrings (40.0%)"
med-ball-power-step-up,"Box, Medball",back_glutes (40.0%)
trx-squat,trx,"back_glutes (40.0%), back_hamstrings (40.0%)"
box-squat,Bodyweight,back_hamstrings (40.0%)
med-ball-lunge-to-donkey-kick,Medball,
bodyweight-half-squat,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%)"
west-side-med-ball-box-squat,Medball,
med-ball-plie-squat-to-calf-raise,Medball,"back_calves (40.0%), back_glutes (40.0%)"
pistol-squat,Bodyweight,
dumbbell-lateral-lunge,Dumbbell,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
dumbbell-overhead-squat,Dumbbell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
dumbbell-goblet-squat,Dumbbell,"back_hamstrings (40.0%), front_shoulders (40.0%)"
band-overhead-squat,Bands,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
bodyweight-step-up,Box,
single-leg-wall-sit,Bodyweight,
machine-leg-press,Machine,
bodyweight-step-up-to-lateral-leg-raise,Box,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
kettlebell-front-squat,Kettlebell,front_hip_flexors (40.0%)
kettlebell-squat,Kettlebell,"back_glutes (40.0%), back_hamstrings (40.0%)"
barbell-front-rack-lunge,Barbell,front_hip_flexors (40.0%)
bodyweight-step-up-to-reverse-lunge,Box,
med-ball-goblet-squat,Medball,"back_hamstrings (40.0%), front_shoulders (40.0%)"
elliptical,Bodyweight,"back_calves (40.0%), back_lats (40.0%), back_hamstrings (40.0%), front_biceps (40.0%), front_chest (40.0%), front_hip_flexors (40.0%), front_obliques (40.0%), front_shoulders (40.0%)"
half-dumbbell-burpee,Dumbbell,"back_calves (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
barbell-box-squat,"Barbell, Box",back_hamstrings (40.0%)
barbell-jump-squat,Barbell,"back_calves (40.0%), back_hamstrings (40.0%)"
barbell-half-squat,Barbell,"back_glutes (40.0%), back_hamstrings (40.0%)"
kettlebell-pistol-squat,Kettlebell,
hex-bar-jump-squat,Hex Bar,"back_calves (40.0%), back_hamstrings (40.0%)"
med-ball-sumo-squat,Medball,
dumbbell-step-up-to-reverse-lunge,"Box, Dumbbell",
med-ball-reach-curl-forward-lunge,Medball,"back_hamstrings (40.0%), front_biceps (40.0%)"
med-ball-sumo-deadlift,Medball,back_lower_back (40.0%)
standing-quad-stretch,Bodyweight,
band-wall-sit-with-curl,Bands,back_glutes (40.0%)
dumbbell-walking-lunge,Dumbbell,
kettlebell-reach-curl-forward-lunge,Kettlebell,"back_hamstrings (40.0%), front_biceps (40.0%)"
single-kettlebell-sumo-goblet-squat,Kettlebell,
dumbbell-single-leg-wall-sit,Dumbbell,
kettlebell-lateral-lunge,Kettlebell,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
heisman,Bodyweight,
dumbbell-squat-hold,Dumbbell,"back_glutes (40.0%), back_hamstrings (40.0%)"
barbell-hex-bar-squat,"Barbell, Hex Bar",back_hamstrings (40.0%)
barbell-forward-lunge,Barbell,
kettlebell-step-up-to-lateral-leg-raise,"Box, Kettlebell","back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
west-side-kettlebell-box-squat,Kettlebell,
dumbbell-step-down,"Box, Dumbbell",
trx-pistol-squat,trx,
barbell-overhead-squat,Barbell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
single-leg-bodyweight-box-squat,Bodyweight,back_hamstrings (40.0%)
med-ball-reverse-half-lunge,Medball,
band-squat,Bands,"back_glutes (40.0%), back_hamstrings (40.0%)"
standing-balance-reverse-toe-tap,Bodyweight,back_glutes (40.0%)
dumbbell-one-arm-snatch,Dumbbell,"back_lower_back (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%), front_traps (40.0%)"
sled-push,Bodyweight,"back_calves (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
dumbbell-bulgarian-split-squat,"Box, Dumbbell",
jump-lunge,Bodyweight,back_hamstrings (40.0%)
med-ball-sumo-goblet-squat,Medball,
forward-lunge,Bodyweight,
med-ball-reverse-lunge,Medball,back_hamstrings (40.0%)
kettlebell-sumo-deadlift,Kettlebell,back_lower_back (40.0%)
med-ball-burpee,Medball,"back_calves (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
bike,Bodyweight,"back_calves (40.0%), back_glutes (40.0%)"
dumbbell-forward-lunge,Dumbbell,
box-jump,Box,back_hamstrings (40.0%)
dumbbell-step-up,"Box, Dumbbell",
dumbbell-squat,Dumbbell,"back_glutes (40.0%), back_hamstrings (40.0%)"
plie-squat-to-calf-raise,Bodyweight,"back_calves (40.0%), back_glutes (40.0%)"
barbell-step-up,"Barbell, Box",
bodyweight-split-squat,Bodyweight,back_hamstrings (40.0%)
dumbbell-wall-sit-with-curl,Dumbbell,back_glutes (40.0%)
bodyweight-reverse-half-lunge,Bodyweight,
med-ball-forward-lunge-hold,Medball,
barbell-split-squat,Barbell,back_hamstrings (40.0%)
kettlebell-walking-lunge,Kettlebell,
kettlebell-reverse-lunge,Kettlebell,back_hamstrings (40.0%)
kettlebell-front-rack-split-squat,Kettlebell,front_hip_flexors (40.0%)
med-ball-wall-sit-with-curl,Medball,back_glutes (40.0%)
kettlebell-jump-lunge,Kettlebell,back_hamstrings (40.0%)
band-pistol-squat,Bands,
sprint,Bodyweight,back_calves (40.0%)
west-side-dumbbell-box-squat,Dumbbell,
med-ball-split-squat,Medball,back_hamstrings (40.0%)
weighted-wall-sit,Bodyweight,back_glutes (40.0%)
standing-balance-lateral-toe-tap,Bodyweight,back_glutes (40.0%)
cable-leg-extension,Cables,
band-leg-extension,Bands,
single-leg-broad-jump,Bodyweight,back_calves (40.0%)
kettlebell-power-step-up,"Box, Kettlebell",back_glutes (40.0%)
dumbbell-pistol-squat,Dumbbell,
med-ball-jump-squat,Medball,"back_calves (40.0%), back_hamstrings (40.0%)"
standing-balance-toe-tap,Bodyweight,back_glutes (40.0%)
barbell-squat,Barbell,"back_glutes (40.0%), back_hamstrings (40.0%)"
run,Bodyweight,"back_calves (40.0%), front_hip_flexors (40.0%)"
star-jump,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-step-up-to-reverse-lunge,"Box, Kettlebell",
dumbbell-front-rack-lunge,Dumbbell,front_hip_flexors (40.0%)
sprinter-lunge,Bodyweight,back_glutes (40.0%)
squat-shuffle,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%)"
recumbent-machine-bike,Machine,"back_glutes (40.0%), front_hip_flexors (40.0%)"
lateral-lunge,Bodyweight,"back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
dumbbell-half-burpee-walkout,Dumbbell,"back_calves (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-single-leg-wall-sit,Kettlebell,
dumbbell-sumo-deadlift,Dumbbell,back_lower_back (40.0%)
ninja-tuck-jump,Bodyweight,back_calves (40.0%)
med-ball-step-up,"Box, Medball",
band-goblet-squat,Bands,"back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-cossack-squat,Kettlebell,"back_hip_abductors (40.0%), back_hip_adductors (40.0%), back_hamstrings (40.0%), front_hip_abductors (40.0%), front_hip_adductors (40.0%)"
med-ball-step-up-to-lateral-leg-raise,"Box, Medball","back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
med-ball-step-up-to-reverse-lunge,"Box, Medball",
hand-roller-inner-quad,Roller,
dumbbell-sumo-squat,Dumbbell,
med-ball-bulgarian-split-squat,"Box, Medball",
barbell-front-rack-split-squat,Barbell,front_hip_flexors (40.0%)
dumbbell-box-squat,Dumbbell,back_hamstrings (40.0%)
kettlebell-plie-squat-to-calf-raise,Kettlebell,"back_calves (40.0%), back_glutes (40.0%)"
barbell-split-jerk,Barbell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
kettlebell-reverse-half-lunge,Kettlebell,
bodyweight-froggys,Bodyweight,"back_hamstrings (40.0%), front_hip_flexors (40.0%)"
dumbbell-reverse-half-lunge,Dumbbell,
kettlebell-split-squat,Kettlebell,back_hamstrings (40.0%)
single-leg-med-ball-box-squat,Medball,back_hamstrings (40.0%)
band-bulgarian-split-squat,"Bands, Box",
barbell-sumo-deadlift,Barbell,back_lower_back (40.0%)
barbell-walking-lunge,Barbell,
med-ball-jump-lunge,Medball,back_hamstrings (40.0%)
buttkick,Bodyweight,back_glutes (40.0%)
stair-climb,Machine,back_hamstrings (40.0%)
dumbbell-front-rack-split-squat,Dumbbell,front_hip_flexors (40.0%)
barbell-front-squat,Barbell,front_hip_flexors (40.0%)
machine-leg-extension,Machine,
half-burpee,Bodyweight,"back_calves (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
dumbbell-reverse-lunge,Dumbbell,back_hamstrings (40.0%)
dumbbell-plie-squat-to-calf-raise,Dumbbell,"back_calves (40.0%), back_glutes (40.0%)"
dumbbell-reach-curl-forward-lunge,Dumbbell,"back_hamstrings (40.0%), front_biceps (40.0%)"
med-ball-step-down,"Box, Medball",
bulgarian-split-squat,Box,
kettlebell-overhead-squat,Kettlebell,"back_glutes (40.0%), back_hamstrings (40.0%), front_shoulders (40.0%)"
barbell-jump-lunge,Barbell,back_hamstrings (40.0%)
quad-roller,Roller,
dumbbell-step-up-to-lateral-leg-raise,"Box, Dumbbell","back_hip_abductors (40.0%), front_hip_abductors (40.0%)"
quad-stretch,Bodyweight,
band-squat-hold,Bands,"back_glutes (40.0%), back_hamstrings (40.0%)"
bodyweight-walking-lunge,Bodyweight,
plyo-rabbit,Bodyweight,"back_glutes (40.0%), back_hamstrings (40.0%), front_abs (40.0%), front_shoulders (40.0%)"
west-side-barbell-box-squat,"Barbell, Box",
single-leg-box-jump,Box,back_hamstrings (40.0%)
single-leg-dumbbell-box-squat,Dumbbell,back_hamstrings (40.0%)
bodyweight-reverse-lunge,Bodyweight,back_hamstrings (40.0%)
dumbbell-forward-lunge-hold,Dumbbell,
three-point-slider,Bodyweight,
bodyweight-power-step-up,Box,back_glutes (40.0%)
kettlebell-forward-lunge-hold,Kettlebell,
med-ball-walking-lunge,Medball,
single-leg-band-box-squat,Bands,back_hamstrings (40.0%)
barbell-reverse-lunge,Barbell,back_hamstrings (40.0%)
attack-and-retreat,Bodyweight,back_glutes (40.0%)
it-band-roller,Roller,
